brand_id,canonical_name,aliases_es,keep_original,is_action_brand,confidence,review_status,notes
Beasty,Beasty,Beasty,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Beauty Star,Beauty Star,Beauty Star,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Becky's,Becky's,Becky's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Beeztees,Beeztees,Beeztees,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Beldray,Beldray,Beldray,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bella&Bruce,Bella&Bruce,Bella&Bruce,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Belluto Accessories,Belluto Accessories,Belluto Accessories,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bestway,Bestway,Bestway,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Betty's,Betty's,Betty's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Beyblade,Beyblade,Beyblade,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Bifi,Bifi,Bifi,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Big Jeff,Big Jeff,Big Jeff,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bilore,Bilore,Bilore,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bison,Bison,Bison,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bites for Birds,Bites for Birds,Bites for Birds,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Blossity,Blossity,Blossity,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bluey,Bluey,Bluey,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Body Benefits,Body Benefits,Body Benefits,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bodymass,Bodymass,Bodymass,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bolsius,Bolsius,Bolsius,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bonjolie,Bonjolie,Bonjolie,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bormioli,Bormioli,Bormioli,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bounty,Bounty,Bounty,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Braun,Braun,Braun,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Bref,Bref,Bref,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Brilo,Brilo,Brilo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Buzz Lightyear,Buzz Lightyear,Buzz Lightyear,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Byphasse,Byphasse,Byphasse,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
C&C,C&C,C&C,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
California Scents,California Scents,California Scents,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cameleo,Cameleo,Cameleo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Candra,Candra,Candra,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Canon,Canon,Canon,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Capace Exclusive,Capace Exclusive,Capace Exclusive,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Caribbean Bronze,Caribbean Bronze,Caribbean Bronze,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Carmex,Carmex,Carmex,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cascata,Cascata,Cascata,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Celebrations,Celebrations,Celebrations,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Champs de Provence,Champs de Provence,Champs de Provence,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Chazz,Chazz,Chazz,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Chiquilin,Chiquilin,Chiquilin,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Chloe Girlz,Chloe Girlz,Chloe Girlz,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Christina Aguilera,Christina Aguilera,Christina Aguilera,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Chupa Chups,Chupa Chups,Chupa Chups,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Citin,Citin,Citin,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
CleanRite,CleanRite,CleanRite,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Clipper,Clipper,Clipper,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Coca-Cola,Coca-Cola,Coca-Cola,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Code Homme,Code Homme,Code Homme,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cokoc,Cokoc,Cokoc,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Colgate,Colgate,Colgate,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Comfibeds,Comfibeds,Comfibeds,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cool2Party,Cool2Party,Cool2Party,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cosmopolitan,Cosmopolitan,Cosmopolitan,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cozy Creations,Cozy Creations,Cozy Creations,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Craft & Design,Craft & Design,Craft & Design,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Craft Universe,Craft Universe,Craft Universe,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Crafts & Co,Crafts & Co,Crafts & Co,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Cre-ation,Cre-ation,Cre-ation,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
CreaScents,CreaScents,CreaScents,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Culiwrap,Culiwrap,Culiwrap,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Curver,Curver,Curver,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
DAY,DAY,DAY,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
DC Comics,DC Comics,DC Comics,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Daili,Daili,Daili,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dake,Dake,Dake,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Damla,Damla,Damla,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dash,Dash,Dash,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Delia,Delia,Delia,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Deluxa,Deluxa,Deluxa,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dentapro,Dentapro,Dentapro,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dickie Toys,Dickie Toys,Dickie Toys,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dirt Devil,Dirt Devil,Dirt Devil,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Disney,Disney,Disney,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dolce Bella,Dolce Bella,Dolce Bella,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Doritos,Doritos,Doritos,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dove,Dove,Dove,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dr. Candy,Dr. Candy,Dr. Candy,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dream Lab,Dream Lab,Dream Lab,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Dulux,Dulux,Dulux,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Dumil,Dumil,Dumil,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Dunlop,Dunlop,Dunlop,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Duracell,Duracell,Duracell,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
DécoTime,DécoTime,DécoTime,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
ELLE,ELLE,ELLE,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Edding,Edding,Edding,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Eichhorn,Eichhorn,Eichhorn,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Elbow Grease,Elbow Grease,Elbow Grease,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Eleganza,Eleganza,Eleganza,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Eliza Jones,Eliza Jones,Eliza Jones,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Emos,Emos,Emos,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Endless Scent,Endless Scent,Endless Scent,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Energizer,Energizer,Energizer,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Esselte,Esselte,Esselte,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Eurodomest,Eurodomest,Eurodomest,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Evo,Evo,Evo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Exacompta,Exacompta,Exacompta,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Excelcium,Excelcium,Excelcium,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Excellent Houseware,Excellent Houseware,Excellent Houseware,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
FAB Factory,FAB Factory,FAB Factory,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
FERM,FERM,FERM,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
FYD,FYD,FYD,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fabulosa,Fabulosa,Fabulosa,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fairy,Fairy,Fairy,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Farmlight,Farmlight,Farmlight,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fashion Professional,Fashion Professional,Fashion Professional,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Felix,Felix,Felix,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Femapure,Femapure,Femapure,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Ferrum,Ferrum,Ferrum,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fibris,Fibris,Fibris,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fichero,Fichero,Fichero,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Figenzi,Figenzi,Figenzi,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Finall,Finall,Finall,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Finish,Finish,Finish,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
First Aid,First Aid,First Aid,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fischer,Fischer,Fischer,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fisher-Price,Fisher-Price,Fisher-Price,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fix&Go,Fix&Go,Fix&Go,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fixeeze,Fixeeze,Fixeeze,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Flame Classics,Flame Classics,Flame Classics,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Footsteps,Footsteps,Footsteps,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Formidi,Formidi,Formidi,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Freija,Freija,Freija,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fresh 'n Rebel,Fresh 'n Rebel,Fresh 'n Rebel,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fresh ’n Rebel,Fresh ’n Rebel,Fresh ’n Rebel,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Fresssh,Fresssh,Fresssh,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Frezzh,Frezzh,Frezzh,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Froyak,Froyak,Froyak,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fruit Shoot,Fruit Shoot,Fruit Shoot,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fuggler,Fuggler,Fuggler,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Funcky Fudge,Funcky Fudge,Funcky Fudge,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Funyuns,Funyuns,Funyuns,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
FurReal,FurReal,FurReal,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Furry Friends,Furry Friends,Furry Friends,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fuze Tea,Fuze Tea,Fuze Tea,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Fuzzy Doodle,Fuzzy Doodle,Fuzzy Doodle,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
GP,GP,GP,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
GS27,GS27,GS27,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Gabby's Dollhouse,Gabby's Dollhouse,Gabby's Dollhouse,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Garden Touch,Garden Touch,Garden Touch,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Garnier,Garnier,Garnier,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Gear2Play,Gear2Play,Gear2Play,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Gen-Zen,Gen-Zen,Gen-Zen,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
George Wilkinson,George Wilkinson,George Wilkinson,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Gillette,Gillette,Gillette,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Glade,Glade,Glade,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Glory Fishing,Glory Fishing,Glory Fishing,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Golden Glow,Golden Glow,Golden Glow,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Goliath,Goliath,Goliath,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Gotta Love Nature,Gotta Love Nature,Gotta Love Nature,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Grafix,Grafix,Grafix,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Granite Stone,Granite Stone,Granite Stone,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Green Boots,Green Boots,Green Boots,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
GreenChef,GreenChef,GreenChef,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Grundig,Grundig,Grundig,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Guardini,Guardini,Guardini,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Guess,Guess,Guess,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hairmasters,Hairmasters,Hairmasters,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hamlet,Hamlet,Hamlet,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hansaplast,Hansaplast,Hansaplast,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Haribo,Haribo,Haribo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Harmony,Harmony,Harmony,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Harry Potter,Harry Potter,Harry Potter,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Hatakosen,Hatakosen,Hatakosen,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Hegron,Hegron,Hegron,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Heidrun,Heidrun,Heidrun,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Heinz,Heinz,Heinz,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hershey's,Hershey's,Hershey's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
HiSmile,HiSmile,HiSmile,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hobby Flora,Hobby Flora,Hobby Flora,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Holee Molee,Holee Molee,Holee Molee,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Home Accents,Home Accents,Home Accents,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Home Essentials,Home Essentials,Home Essentials,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Home Vision,Home Vision,Home Vision,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hoodadoo,Hoodadoo,Hoodadoo,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hot Wheels,Hot Wheels,Hot Wheels,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hotel Royal,Hotel Royal,Hotel Royal,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Huggies,Huggies,Huggies,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Hungry Hair,Hungry Hair,Hungry Hair,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
I Love My Style,I Love My Style,I Love My Style,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
IOIO,IOIO,IOIO,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Inecto,Inecto,Inecto,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Ink & Print,Ink & Print,Ink & Print,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Innovit,Innovit,Innovit,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Intempo,Intempo,Intempo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Intex,Intex,Intex,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Iris,Iris,Iris,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Isostar,Isostar,Isostar,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Jack Link's,Jack Link's,Jack Link's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Jack Parker,Jack Parker,Jack Parker,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Jacky-M,Jacky-M,Jacky-M,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Jive,Jive,Jive,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Joie,Joie,Joie,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Jumbo,Jumbo,Jumbo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
K2,K2,K2,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
K2r,K2r,K2r,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
